0.00.192.048 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.192.515 W srv  llama_server: -----------------
0.00.192.517 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.192.517 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.192.517 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.192.518 W srv  llama_server: -----------------
0.00.193.846 I srv    load_model: loading model '/models/Ternary-Bonsai-27B-Q2_g64.gguf'
0.04.124.411 I cmn          init: llama threadpool init, n_threads = 4
0.04.308.192 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 135168, kv_unified = 'false'
0.04.314.045 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.04.314.080 I srv  llama_server: model loaded
0.04.314.084 I srv  llama_server: listening on http://0.0.0.0:8080
0.04.314.085 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.04.314.085 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.05.939.378 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.39.714.411 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  30720, progress = 0.23, t =  33.77 s / 909.55 tokens per second
0.42.340.121 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  32768, progress = 0.25, t =  36.40 s / 900.21 tokens per second
0.45.012.523 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  34816, progress = 0.27, t =  39.07 s / 891.05 tokens per second
0.47.731.033 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  36864, progress = 0.28, t =  41.79 s / 882.09 tokens per second
0.50.495.338 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  38912, progress = 0.30, t =  44.56 s / 873.33 tokens per second
0.53.306.003 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  40960, progress = 0.31, t =  47.37 s / 864.75 tokens per second
0.56.162.061 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  43008, progress = 0.33, t =  50.22 s / 856.35 tokens per second
0.59.065.072 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  45056, progress = 0.34, t =  53.13 s / 848.11 tokens per second
1.02.013.942 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  47104, progress = 0.36, t =  56.07 s / 840.03 tokens per second
1.05.008.749 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  49152, progress = 0.37, t =  59.07 s / 832.11 tokens per second
1.08.050.697 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  51200, progress = 0.39, t =  62.11 s / 824.33 tokens per second
1.11.137.308 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  53248, progress = 0.41, t =  65.20 s / 816.72 tokens per second
1.14.270.082 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  55296, progress = 0.42, t =  68.33 s / 809.24 tokens per second
1.17.448.488 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  57344, progress = 0.44, t =  71.51 s / 801.91 tokens per second
1.20.671.563 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  59392, progress = 0.45, t =  74.73 s / 794.73 tokens per second
1.23.942.234 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  61440, progress = 0.47, t =  78.00 s / 787.67 tokens per second
1.27.257.809 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  63488, progress = 0.48, t =  81.32 s / 780.74 tokens per second
1.30.618.431 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  65536, progress = 0.50, t =  84.68 s / 773.94 tokens per second
1.34.026.193 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  67584, progress = 0.52, t =  88.09 s / 767.24 tokens per second
1.37.479.440 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  69632, progress = 0.53, t =  91.54 s / 760.67 tokens per second
1.40.977.005 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  71680, progress = 0.55, t =  95.04 s / 754.23 tokens per second
1.44.523.544 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  73728, progress = 0.56, t =  98.58 s / 747.87 tokens per second
1.48.113.515 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  75776, progress = 0.58, t = 102.17 s / 741.64 tokens per second
1.51.750.239 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  77824, progress = 0.59, t = 105.81 s / 735.50 tokens per second
1.55.432.452 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  79872, progress = 0.61, t = 109.49 s / 729.47 tokens per second
1.59.160.749 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  81920, progress = 0.62, t = 113.22 s / 723.54 tokens per second
2.02.934.223 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  83968, progress = 0.64, t = 116.99 s / 717.71 tokens per second
2.06.754.582 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  86016, progress = 0.66, t = 120.81 s / 711.96 tokens per second
2.10.619.861 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  88064, progress = 0.67, t = 124.68 s / 706.32 tokens per second
2.14.529.777 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  90112, progress = 0.69, t = 128.59 s / 700.77 tokens per second
2.18.485.989 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  92160, progress = 0.70, t = 132.55 s / 695.30 tokens per second
2.22.486.694 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  94208, progress = 0.72, t = 136.55 s / 689.93 tokens per second
2.26.534.552 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  96256, progress = 0.73, t = 140.59 s / 684.63 tokens per second
2.30.628.847 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  98304, progress = 0.75, t = 144.69 s / 679.41 tokens per second
2.34.770.800 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 100352, progress = 0.77, t = 148.83 s / 674.27 tokens per second
2.38.956.196 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 102400, progress = 0.78, t = 153.02 s / 669.21 tokens per second
2.43.190.837 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 104448, progress = 0.80, t = 157.25 s / 664.21 tokens per second
2.47.469.087 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 106496, progress = 0.81, t = 161.53 s / 659.30 tokens per second
2.51.795.640 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 108544, progress = 0.83, t = 165.86 s / 654.45 tokens per second
2.56.165.670 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 110592, progress = 0.84, t = 170.23 s / 649.68 tokens per second
3.00.581.654 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 112640, progress = 0.86, t = 174.64 s / 644.98 tokens per second
3.05.043.085 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 114688, progress = 0.87, t = 179.10 s / 640.34 tokens per second
3.09.551.729 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 116736, progress = 0.89, t = 183.61 s / 635.77 tokens per second
3.14.103.254 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 118784, progress = 0.91, t = 188.16 s / 631.28 tokens per second
3.18.705.263 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 120832, progress = 0.92, t = 192.77 s / 626.83 tokens per second
3.23.355.186 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 122880, progress = 0.94, t = 197.42 s / 622.44 tokens per second
3.28.049.793 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 124928, progress = 0.95, t = 202.11 s / 618.12 tokens per second
3.32.794.354 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 126976, progress = 0.97, t = 206.85 s / 613.84 tokens per second
3.37.583.678 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 129024, progress = 0.98, t = 211.64 s / 609.63 tokens per second
3.41.790.944 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 130562, progress = 1.00, t = 215.85 s / 604.87 tokens per second
3.42.691.826 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 131074, progress = 1.00, t = 216.75 s / 604.72 tokens per second
3.58.015.145 I slot print_timing: id  0 | task 0 | n_gen =    100, tg =   6.76 t/s, tg_3s =   6.83 t/s
4.01.105.823 I slot print_timing: id  0 | task 0 | n_gen =    121, tg =   6.77 t/s, tg_3s =   6.79 t/s
4.04.194.589 I slot print_timing: id  0 | task 0 | n_gen =    142, tg =   6.77 t/s, tg_3s =   6.80 t/s
4.07.283.367 I slot print_timing: id  0 | task 0 | n_gen =    163, tg =   6.78 t/s, tg_3s =   6.80 t/s
4.10.371.806 I slot print_timing: id  0 | task 0 | n_gen =    184, tg =   6.78 t/s, tg_3s =   6.80 t/s
4.13.459.784 I slot print_timing: id  0 | task 0 | n_gen =    205, tg =   6.78 t/s, tg_3s =   6.80 t/s
4.16.548.411 I slot print_timing: id  0 | task 0 | n_gen =    226, tg =   6.78 t/s, tg_3s =   6.80 t/s
4.19.637.160 I slot print_timing: id  0 | task 0 | n_gen =    247, tg =   6.78 t/s, tg_3s =   6.80 t/s
4.22.649.008 I slot print_timing: id  0 | task 0 | n_gen =    267, tg =   6.77 t/s, tg_3s =   6.64 t/s
4.25.744.510 I slot print_timing: id  0 | task 0 | n_gen =    288, tg =   6.77 t/s, tg_3s =   6.78 t/s
4.27.513.590 I slot print_timing: id  0 | task 0 | prompt eval time =  217436.70 ms / 131078 tokens (    1.66 ms per token,   602.83 tokens per second)
4.27.513.595 I slot print_timing: id  0 | task 0 |        eval time =   44137.29 ms /   300 tokens (  147.62 ms per token,     6.77 tokens per second)
4.27.513.595 I slot print_timing: id  0 | task 0 |       total time =  261573.99 ms / 131378 tokens
4.27.513.600 I slot print_timing: id  0 | task 0 |    graphs reused =        298
4.27.519.153 I slot      release: id  0 | task 0 | stop processing: n_tokens = 131377, truncated = 0
4.27.879.845 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.998
4.27.880.011 I slot launch_slot_: id  0 | task 366 | processing task, is_child = 0
4.42.780.718 I slot print_timing: id  0 | task 366 | n_gen =    100, tg =   6.78 t/s, tg_3s =   6.85 t/s
4.45.865.539 I slot print_timing: id  0 | task 366 | n_gen =    121, tg =   6.78 t/s, tg_3s =   6.81 t/s
4.48.949.690 I slot print_timing: id  0 | task 366 | n_gen =    142, tg =   6.79 t/s, tg_3s =   6.81 t/s
4.52.034.486 I slot print_timing: id  0 | task 366 | n_gen =    163, tg =   6.79 t/s, tg_3s =   6.81 t/s
4.55.119.087 I slot print_timing: id  0 | task 366 | n_gen =    184, tg =   6.79 t/s, tg_3s =   6.81 t/s
4.58.203.467 I slot print_timing: id  0 | task 366 | n_gen =    205, tg =   6.79 t/s, tg_3s =   6.81 t/s
5.01.287.773 I slot print_timing: id  0 | task 366 | n_gen =    226, tg =   6.79 t/s, tg_3s =   6.81 t/s
5.04.371.416 I slot print_timing: id  0 | task 366 | n_gen =    247, tg =   6.80 t/s, tg_3s =   6.81 t/s
5.07.377.618 I slot print_timing: id  0 | task 366 | n_gen =    267, tg =   6.79 t/s, tg_3s =   6.65 t/s
5.10.469.018 I slot print_timing: id  0 | task 366 | n_gen =    288, tg =   6.79 t/s, tg_3s =   6.79 t/s
5.12.235.932 I slot print_timing: id  0 | task 366 | prompt eval time =     293.60 ms /     4 tokens (   73.40 ms per token,    13.62 tokens per second)
5.12.235.936 I slot print_timing: id  0 | task 366 |        eval time =   44062.30 ms /   300 tokens (  147.37 ms per token,     6.79 tokens per second)
5.12.235.937 I slot print_timing: id  0 | task 366 |       total time =   44355.90 ms /   304 tokens
5.12.235.938 I slot print_timing: id  0 | task 366 |    graphs reused =        595
5.12.241.448 I slot      release: id  0 | task 366 | stop processing: n_tokens = 131377, truncated = 0
5.12.620.753 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.998
5.12.620.917 I slot launch_slot_: id  0 | task 667 | processing task, is_child = 0
5.27.523.555 I slot print_timing: id  0 | task 667 | n_gen =    100, tg =   6.78 t/s, tg_3s =   6.85 t/s
5.30.609.197 I slot print_timing: id  0 | task 667 | n_gen =    121, tg =   6.78 t/s, tg_3s =   6.81 t/s
5.33.694.077 I slot print_timing: id  0 | task 667 | n_gen =    142, tg =   6.79 t/s, tg_3s =   6.81 t/s
5.36.778.497 I slot print_timing: id  0 | task 667 | n_gen =    163, tg =   6.79 t/s, tg_3s =   6.81 t/s
5.39.862.923 I slot print_timing: id  0 | task 667 | n_gen =    184, tg =   6.79 t/s, tg_3s =   6.81 t/s
5.42.947.452 I slot print_timing: id  0 | task 667 | n_gen =    205, tg =   6.79 t/s, tg_3s =   6.81 t/s
5.46.032.465 I slot print_timing: id  0 | task 667 | n_gen =    226, tg =   6.79 t/s, tg_3s =   6.81 t/s
5.49.117.495 I slot print_timing: id  0 | task 667 | n_gen =    247, tg =   6.80 t/s, tg_3s =   6.81 t/s
5.52.124.643 I slot print_timing: id  0 | task 667 | n_gen =    267, tg =   6.78 t/s, tg_3s =   6.65 t/s
5.55.216.830 I slot print_timing: id  0 | task 667 | n_gen =    288, tg =   6.78 t/s, tg_3s =   6.79 t/s
5.56.984.362 I slot print_timing: id  0 | task 667 | prompt eval time =     293.62 ms /     4 tokens (   73.41 ms per token,    13.62 tokens per second)
5.56.984.366 I slot print_timing: id  0 | task 667 |        eval time =   44069.79 ms /   300 tokens (  147.39 ms per token,     6.78 tokens per second)
5.56.984.367 I slot print_timing: id  0 | task 667 |       total time =   44363.42 ms /   304 tokens
5.56.984.368 I slot print_timing: id  0 | task 667 |    graphs reused =        892
5.56.989.661 I slot      release: id  0 | task 667 | stop processing: n_tokens = 131377, truncated = 0
5.57.371.167 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.998
5.57.371.331 I slot launch_slot_: id  0 | task 968 | processing task, is_child = 0
6.12.273.867 I slot print_timing: id  0 | task 968 | n_gen =    100, tg =   6.78 t/s, tg_3s =   6.85 t/s
6.15.359.201 I slot print_timing: id  0 | task 968 | n_gen =    121, tg =   6.78 t/s, tg_3s =   6.81 t/s
6.18.443.967 I slot print_timing: id  0 | task 968 | n_gen =    142, tg =   6.79 t/s, tg_3s =   6.81 t/s
6.21.529.299 I slot print_timing: id  0 | task 968 | n_gen =    163, tg =   6.79 t/s, tg_3s =   6.81 t/s
6.24.613.226 I slot print_timing: id  0 | task 968 | n_gen =    184, tg =   6.79 t/s, tg_3s =   6.81 t/s
6.27.697.969 I slot print_timing: id  0 | task 968 | n_gen =    205, tg =   6.79 t/s, tg_3s =   6.81 t/s
6.30.783.637 I slot print_timing: id  0 | task 968 | n_gen =    226, tg =   6.79 t/s, tg_3s =   6.81 t/s
6.33.868.009 I slot print_timing: id  0 | task 968 | n_gen =    247, tg =   6.80 t/s, tg_3s =   6.81 t/s
6.36.875.536 I slot print_timing: id  0 | task 968 | n_gen =    267, tg =   6.78 t/s, tg_3s =   6.65 t/s
6.39.968.618 I slot print_timing: id  0 | task 968 | n_gen =    288, tg =   6.78 t/s, tg_3s =   6.79 t/s
6.41.735.985 I slot print_timing: id  0 | task 968 | prompt eval time =     294.66 ms /     4 tokens (   73.66 ms per token,    13.58 tokens per second)
6.41.735.989 I slot print_timing: id  0 | task 968 |        eval time =   44069.97 ms /   300 tokens (  147.39 ms per token,     6.78 tokens per second)
6.41.735.990 I slot print_timing: id  0 | task 968 |       total time =   44364.63 ms /   304 tokens
6.41.735.991 I slot print_timing: id  0 | task 968 |    graphs reused =       1189
6.41.741.289 I slot      release: id  0 | task 968 | stop processing: n_tokens = 131377, truncated = 0
